idMao,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,pontosEnvidoRobo,quemGanhouEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemGanhouFlor,quemTruco,quemRetruco,quemValeQuatro,quemNegouTruco,quemGanhouTruco,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo
15085,2,40,24,3,24,8,15,15,15,15,1,2,2,0,0,7,0,0,0,0,0,1,2,0,1,2,2,4,1
15086,1,42,6,2,2,2,6,52,15,15,0,2,2,0,0,25,1,0,0,0,0,1,2,0,0,2,1,3,3
15087,2,24,8,8,8,1,46,46,46,46,1,1,1,2,0,3,2,0,0,0,0,1,0,0,2,1,4,1,3
15088,1,8,7,3,3,3,46,46,46,46,0,1,1,1,2,26,2,0,0,0,0,1,0,0,2,1,4,3,3
15089,2,16,2,2,46,46,46,46,46,46,1,1,1,2,0,5,2,0,0,0,0,2,1,0,2,1,1,2,3
15092,1,16,8,7,46,46,46,46,46,46,1,1,1,0,0,22,0,0,0,0,0,1,0,0,2,1,4,3,4
15093,2,24,7,2,7,6,46,46,46,46,1,1,1,0,1,28,1,0,0,0,0,1,0,0,2,1,4,3,4
15094,1,52,2,1,2,2,46,46,46,46,0,1,1,2,0,5,2,0,0,0,0,1,0,0,2,1,1,4,3
15095,2,7,6,6,7,24,6,24,6,2,2,2,1,2,0,0,2,0,0,0,0,2,0,0,0,2,3,4,1
15096,1,24,6,3,3,0,15,0,15,0,1,2,2,1,0,26,1,0,0,0,0,2,0,0,1,2,2,4,4
15097,2,24,16,1,46,46,46,46,46,46,1,1,1,0,0,4,0,0,0,0,0,1,0,0,2,1,1,2,3
15098,1,16,7,3,3,7,10,10,10,10,2,2,2,0,1,6,1,0,0,0,0,2,0,0,0,2,1,3,2
15099,2,16,6,2,2,16,16,8,6,0,2,1,1,1,0,5,1,0,0,0,0,2,0,0,1,1,1,2,4
15100,1,40,8,2,8,24,40,3,2,1,2,1,1,1,0,25,2,0,0,0,0,1,2,0,0,1,2,3,3
15101,2,12,8,7,46,46,46,46,46,46,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1,2,4,3
15102,1,16,3,2,2,1,15,15,15,15,1,2,2,0,0,6,2,0,0,0,0,2,0,0,1,2,2,1,3
15103,1,7,3,3,3,0,15,0,15,0,1,2,2,1,0,26,2,0,0,0,0,2,0,0,1,2,3,2,3
15104,2,16,3,2,15,0,15,0,15,0,2,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,1,3,4
15105,1,52,8,7,46,46,46,46,46,46,1,1,1,1,0,21,2,0,0,0,0,1,2,1,2,1,1,1,4
15106,2,6,3,3,6,8,3,2,3,2,2,1,1,1,0,6,1,0,0,0,0,0,0,0,0,1,1,3,2
15107,1,16,4,2,2,7,10,10,10,10,2,2,2,0,0,7,2,0,0,0,0,1,2,0,0,2,1,3,4
15108,2,8,7,1,46,46,46,46,46,46,1,1,1,1,0,20,1,0,0,0,0,1,0,0,2,1,2,2,1
15109,1,16,16,7,16,0,15,0,15,0,1,2,2,2,0,22,2,0,0,0,0,2,0,0,1,2,2,4,4
15110,2,7,3,2,7,24,2,6,3,6,2,2,2,0,0,26,1,0,0,0,0,2,0,0,0,2,3,3,1
15111,1,52,2,2,2,24,52,8,2,1,2,1,1,0,0,5,0,0,0,0,0,1,0,0,0,1,1,2,3
15112,2,7,6,1,1,4,7,8,15,15,2,2,2,1,0,24,1,0,0,0,0,2,1,0,0,2,2,3,3
15113,1,8,6,6,6,4,46,46,46,46,1,1,1,0,0,20,2,0,0,0,0,0,0,0,0,1,4,1,4
15114,2,24,7,2,2,40,24,8,7,3,2,1,1,0,0,25,0,1,0,0,1,2,0,0,0,1,3,3,3
15115,1,16,1,1,16,8,46,46,46,46,1,1,1,1,0,26,2,0,0,0,0,1,0,0,2,1,1,1,2
15116,1,52,8,1,1,16,52,6,8,6,2,1,1,0,0,21,0,0,0,0,0,2,0,0,0,1,1,1,4
15117,2,52,7,6,7,16,6,8,46,46,2,2,1,0,2,21,2,0,0,0,0,2,1,0,2,2,1,1,2
15118,1,40,24,12,46,46,46,46,46,46,1,1,1,0,0,28,0,0,0,0,0,1,0,0,2,1,2,4,2
15119,2,40,16,6,16,24,6,7,40,4,2,2,1,1,0,27,1,0,0,0,0,1,0,0,0,2,2,4,2
15120,1,16,1,1,16,0,15,0,15,0,1,2,2,0,2,26,2,0,0,0,0,2,0,0,1,2,1,1,3
15121,2,7,2,1,15,0,15,0,15,0,2,2,2,0,0,5,0,0,0,0,0,2,0,0,1,2,2,1,4
15122,1,24,12,8,8,12,12,4,24,2,2,1,1,0,0,21,0,1,0,0,1,0,0,0,0,1,4,4,4
15123,2,24,7,6,7,2,46,46,46,46,1,1,1,0,0,3,0,0,0,0,0,1,0,0,2,1,3,1,2
15124,1,42,24,2,46,46,46,46,46,46,1,1,1,0,0,28,0,0,0,0,0,1,0,0,2,1,1,3,3
15125,2,52,12,1,46,46,46,46,46,46,1,1,1,0,0,25,2,0,0,0,0,1,0,0,2,1,1,2,1
15126,1,7,7,3,3,16,15,15,15,15,2,2,2,0,0,26,2,0,0,0,0,2,0,0,1,2,3,2,3
15127,2,40,8,3,46,46,46,46,46,46,1,1,1,1,0,26,1,0,0,0,0,1,0,0,2,1,2,1,1
15128,1,24,7,2,2,24,7,4,24,1,2,1,1,1,0,23,1,0,0,0,0,2,0,0,0,1,3,3,2
15129,2,24,12,6,46,46,46,46,46,46,1,1,1,2,0,3,2,0,0,0,0,1,0,0,2,1,3,2,4
15130,1,12,8,8,8,0,15,0,15,0,1,2,2,0,0,21,2,0,0,0,0,2,0,0,1,2,2,2,1
15131,2,42,4,3,4,3,46,46,46,46,1,1,1,1,0,33,1,0,0,0,0,1,0,0,2,1,1,3,3
15132,1,16,7,1,16,50,7,12,1,6,2,2,2,0,2,26,2,0,0,0,0,1,2,0,0,2,3,4,3
15133,2,24,16,2,15,0,15,0,15,0,2,2,2,0,2,28,2,0,0,0,0,2,0,0,1,2,1,3,1
15134,1,7,4,2,2,12,15,15,15,15,2,2,2,0,0,7,2,0,0,0,0,2,0,0,1,2,1,3,2
15135,2,24,16,7,16,3,46,46,46,46,1,1,1,1,0,25,1,0,0,0,0,1,0,0,2,1,1,1,2
15136,1,40,8,2,2,24,15,15,15,15,2,2,2,0,0,7,0,0,0,0,0,2,0,0,1,2,2,4,1
15137,2,52,7,6,6,40,7,16,52,4,2,2,1,1,0,21,1,0,0,0,0,2,1,0,0,2,1,1,2
15138,1,42,12,6,12,24,42,16,6,7,2,1,2,2,0,7,2,0,0,0,0,2,0,0,0,2,1,2,4
15139,2,24,2,1,2,6,24,4,1,3,2,1,2,0,0,28,1,0,0,0,0,0,0,0,0,2,4,4,3
15140,1,24,16,1,24,8,16,7,15,46,1,1,2,1,0,26,1,0,0,0,0,2,0,0,0,1,1,3,3
15141,2,40,3,2,2,16,3,2,40,1,2,1,1,0,0,7,2,0,0,0,0,2,1,0,0,1,2,3,4
15142,1,52,8,2,2,24,8,16,52,1,2,2,1,2,0,21,2,0,0,0,0,1,2,0,0,2,1,1,2
15143,2,24,16,16,16,1,24,16,15,46,1,1,2,1,0,25,1,0,0,0,0,1,2,2,0,1,4,2,4
15144,1,24,4,1,46,46,46,46,46,46,1,1,1,1,0,27,2,0,0,0,0,1,0,0,2,1,1,3,1
15145,2,16,8,4,8,3,46,46,46,46,1,1,1,0,2,7,2,0,0,0,0,1,0,0,2,1,4,2,3
15147,2,50,8,3,8,2,46,46,46,46,1,1,1,0,0,27,1,0,0,0,0,1,0,0,2,1,3,1,3
15148,1,12,4,3,4,2,10,10,10,10,1,2,2,0,1,27,1,0,0,0,0,0,0,0,0,2,2,4,2
15149,2,16,2,1,16,3,10,10,10,10,1,2,2,2,0,5,2,0,0,0,0,0,0,0,0,2,1,3,2
15150,1,40,16,7,16,24,40,4,7,3,2,1,1,1,0,27,1,0,0,0,0,1,0,0,0,1,2,3,2
15151,2,24,24,8,8,3,46,46,46,46,1,1,1,0,0,23,0,2,0,0,0,1,0,0,2,1,2,1,2
15152,1,40,24,3,3,24,24,7,40,1,2,1,1,1,0,29,2,0,0,0,0,1,2,0,0,1,2,1,1
15153,2,52,1,1,1,7,46,46,46,46,2,1,1,1,0,25,1,0,0,0,0,1,0,0,2,1,1,1,3
15154,1,12,7,3,3,6,7,8,15,15,2,2,2,0,0,6,0,0,0,0,0,1,2,1,0,2,2,3,4
15155,2,40,8,3,8,52,3,24,40,1,2,2,1,0,0,7,0,0,0,0,0,2,1,0,0,2,2,1,4
15156,1,24,12,1,24,8,12,6,15,46,1,1,2,2,0,25,1,0,0,0,0,1,0,0,0,1,3,2,2
15157,2,6,2,1,1,1,15,15,15,15,0,2,2,0,1,25,1,0,0,0,0,2,0,0,1,2,1,1,2
15158,1,16,3,1,16,2,10,10,10,10,1,2,2,0,0,30,1,0,0,0,0,0,0,0,0,2,3,1,1
15159,2,6,3,2,6,12,3,6,15,15,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,2,3,2,4
15160,1,42,24,7,46,46,46,46,46,46,1,1,1,0,0,23,0,0,0,0,0,1,0,0,2,1,1,4,4
15161,2,7,6,3,3,7,10,10,10,10,2,2,2,0,1,26,1,0,0,0,0,0,0,0,0,2,4,2,2
15162,1,24,2,2,24,7,10,10,10,10,1,2,2,1,0,28,1,0,0,0,0,1,2,0,0,2,2,2,1
15163,2,24,24,8,8,52,24,7,24,1,2,1,1,1,0,23,1,0,0,0,0,1,2,2,0,1,4,3,3
15164,1,16,6,6,16,52,6,12,6,7,2,2,2,0,0,2,1,0,0,0,0,1,2,2,0,2,2,1,3
15165,2,16,6,4,6,1,46,46,46,46,1,1,1,2,0,22,2,0,0,0,0,1,0,0,2,1,3,3,4
15166,1,24,16,3,3,40,16,7,24,3,2,1,1,0,0,6,2,0,0,0,0,1,2,0,0,1,1,4,3
15167,2,7,4,3,3,16,4,8,7,2,2,2,1,0,0,26,1,0,0,0,0,0,0,0,0,2,4,3,4
15168,1,40,7,6,7,24,6,24,40,6,2,2,1,1,0,27,1,0,0,0,0,1,2,2,0,2,2,4,2
15169,2,8,6,3,3,3,8,12,15,15,0,2,2,1,0,20,1,0,0,0,0,2,0,0,0,2,1,1,2
15170,1,52,6,3,3,16,10,10,10,10,2,2,2,1,0,27,1,0,0,0,0,1,2,0,0,2,1,4,1
15171,2,24,7,1,46,46,46,46,46,46,1,1,1,2,0,27,2,0,0,0,0,1,0,0,2,1,4,1,4
15172,1,42,24,7,7,52,24,40,42,6,2,2,1,1,0,23,1,0,0,0,0,1,2,2,0,2,1,3,3
15173,2,52,3,1,3,3,46,46,46,46,0,1,1,0,0,30,0,1,0,0,1,2,1,0,2,1,1,1,1
15175,2,52,8,3,8,2,3,3,15,46,1,0,2,0,2,6,2,0,0,0,0,0,0,0,0,1,1,2,3
15176,1,52,6,3,46,46,46,46,46,46,1,1,1,1,0,21,1,0,0,0,0,1,0,0,2,1,1,1,2
15177,2,12,7,7,15,0,15,0,15,0,2,2,2,0,2,21,2,0,0,0,0,2,0,0,1,2,4,4,2
15178,1,24,8,6,6,2,10,10,10,10,1,2,2,2,0,20,2,0,0,0,0,1,2,0,0,2,3,4,4
15179,2,52,7,6,7,42,6,12,52,2,2,2,1,1,0,1,1,0,0,0,0,2,1,2,0,2,1,2,3
15180,1,52,24,12,24,2,12,4,15,46,1,1,2,1,0,24,2,0,0,0,0,1,2,0,0,1,1,1,4
15181,2,24,16,1,1,4,46,46,46,46,2,1,1,2,0,25,1,0,0,0,0,1,0,0,2,1,3,3,2
15182,1,8,3,1,1,1,10,10,10,10,0,2,2,0,0,6,0,2,0,0,0,0,0,0,0,2,2,4,3
15183,2,52,50,12,12,2,50,4,15,46,1,1,2,2,0,1,2,0,0,0,0,1,0,0,0,1,1,3,2
15185,2,24,7,2,2,16,10,10,10,10,2,2,2,0,0,25,1,0,0,0,0,2,1,0,0,2,1,3,3
15186,1,16,3,2,46,46,46,46,46,46,1,1,1,1,1,31,1,0,0,0,0,1,0,0,2,1,3,4,4
15187,1,16,3,2,2,24,15,15,15,15,2,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,2,1,3
15188,2,24,4,1,4,2,46,46,46,46,1,1,1,0,0,31,0,1,0,0,1,1,0,0,2,1,3,3,3
15189,1,52,7,7,7,16,52,8,7,8,2,1,2,1,0,21,1,0,0,0,0,1,0,0,0,2,1,1,4
15190,2,7,6,4,46,46,46,46,46,46,1,1,1,0,0,27,1,0,0,0,0,1,0,0,2,1,4,2,4
15191,1,6,3,2,3,6,15,15,15,15,2,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,3,1,4
15192,2,50,7,1,46,46,46,46,46,46,1,1,1,0,0,4,2,0,0,0,0,1,0,0,2,1,3,2,1
15193,1,3,2,1,3,7,15,15,15,15,2,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,3,2,4
15194,2,24,6,4,4,52,6,12,24,3,2,2,1,0,0,23,0,0,0,0,0,2,1,0,0,2,1,1,3
15195,1,24,6,4,4,2,6,6,15,46,1,0,2,1,0,30,1,0,0,0,0,0,0,0,0,1,4,1,4
15196,2,7,6,1,46,46,46,46,46,46,1,1,1,2,0,20,2,0,0,0,0,1,0,0,2,1,2,2,4
15199,1,24,3,1,1,8,24,12,3,0,2,1,1,0,1,27,1,0,0,0,0,2,0,0,1,1,4,3,4
15200,2,52,7,3,7,3,46,46,46,46,1,1,1,2,0,6,2,0,0,0,0,1,0,0,2,1,1,4,2
15202,2,16,8,7,7,4,46,46,46,46,1,1,1,1,0,22,1,0,0,0,0,1,0,0,2,1,1,1,3
15203,1,40,16,6,46,46,46,46,46,46,1,1,1,1,0,29,1,2,0,0,0,1,0,0,2,1,2,2,4
15205,2,24,16,3,16,1,46,46,46,46,1,1,1,0,0,6,0,0,0,0,0,1,0,0,2,1,3,1,2
15206,1,24,3,2,2,3,15,15,15,15,2,2,2,0,0,6,2,0,0,0,0,2,0,0,1,2,3,1,2
15207,2,42,24,24,24,50,42,8,24,7,2,1,1,2,1,30,1,0,0,0,0,2,1,0,0,1,1,4,1
15208,1,16,7,6,6,16,46,46,46,46,2,1,1,0,0,22,1,0,0,0,0,1,0,0,2,1,4,4,3
15209,2,24,16,8,16,3,46,46,46,46,1,1,1,2,0,25,2,0,0,0,0,1,0,0,2,1,4,4,1
15210,1,24,1,1,24,24,1,12,1,8,0,2,2,2,0,4,2,0,0,0,0,1,0,0,0,2,1,3,2
15211,2,6,3,2,6,1,2,2,15,46,1,0,2,2,0,26,1,0,0,0,0,0,0,0,0,1,3,3,1
15212,1,24,4,4,4,7,24,24,15,15,2,0,2,1,0,30,1,0,0,0,0,1,2,0,0,2,4,4,3
15213,2,16,8,6,46,46,46,46,46,46,1,1,1,2,0,2,2,0,0,0,0,1,0,0,2,1,3,2,1
15214,1,24,8,2,8,42,2,7,24,3,2,2,1,1,0,28,1,0,0,0,0,1,0,0,0,2,2,3,2
15215,2,50,4,1,4,42,50,7,1,6,2,1,2,0,1,28,1,0,0,0,0,2,1,0,0,2,3,3,2
15216,1,8,7,3,3,7,7,8,15,15,2,2,2,0,0,6,0,0,0,0,0,2,0,0,0,2,3,4,1
15217,2,8,7,6,7,24,6,7,8,3,2,2,1,2,0,20,2,0,0,0,0,1,0,0,0,2,4,2,2
15218,1,24,3,2,2,24,3,7,24,1,2,2,1,2,0,29,1,0,0,0,0,2,0,0,0,2,2,2,4
15219,2,40,12,8,8,4,46,46,46,46,1,1,1,2,1,28,1,0,0,0,0,1,2,1,2,1,2,2,1
15220,1,24,7,1,1,3,46,46,46,46,2,1,1,0,0,4,2,0,0,0,0,1,0,0,2,1,1,2,4
15221,2,24,24,7,7,2,46,46,46,46,1,1,1,2,0,3,2,0,0,0,0,1,0,0,2,1,3,1,4
15222,1,16,3,1,1,6,15,15,15,15,2,2,2,0,0,30,0,1,0,0,1,2,0,0,1,2,3,3,3
15223,2,24,12,1,12,3,46,46,46,46,1,1,1,2,0,25,2,1,0,0,1,1,0,0,2,1,2,2,2
15224,1,16,7,6,6,52,16,8,7,7,2,1,0,2,0,2,2,0,0,0,0,1,0,0,0,2,4,3,2
15225,2,24,3,1,46,46,46,46,46,46,1,1,1,2,1,30,1,0,0,0,0,1,0,0,2,1,3,4,4
15226,1,40,24,6,6,12,24,3,40,1,2,1,1,2,0,7,2,0,0,0,0,1,0,0,0,1,2,3,4
15227,2,24,8,7,46,46,46,46,46,46,1,1,1,1,0,23,1,0,0,0,0,1,0,0,2,1,3,3,2
15228,1,40,8,1,1,24,40,12,8,3,2,1,1,0,0,27,1,0,0,0,0,2,1,0,0,1,2,2,3
15229,2,52,24,1,46,46,46,46,46,46,1,1,1,0,0,27,1,1,0,0,1,1,0,0,2,1,1,1,1
15230,1,8,4,2,2,6,8,24,15,15,2,2,2,0,0,27,1,0,0,0,0,2,0,0,0,2,4,4,1
15231,2,52,42,7,7,7,42,16,15,46,0,1,2,0,1,28,1,0,0,0,0,1,0,0,0,1,1,1,4
15232,1,16,16,4,16,7,4,6,16,3,1,2,1,2,0,7,2,0,0,0,0,1,0,0,0,1,3,1,4
15233,2,2,1,1,1,1,46,46,46,46,0,1,1,2,0,29,1,0,0,0,0,1,0,0,2,1,1,3,1
15234,1,24,12,1,1,7,15,15,15,15,2,2,2,2,0,4,2,0,0,0,0,2,0,0,1,2,1,4,3
15235,2,24,4,1,1,24,4,16,15,15,2,2,2,0,0,27,1,0,0,0,0,2,0,0,0,2,3,4,3
15236,1,24,7,6,7,12,24,8,6,2,2,1,1,2,0,20,2,0,0,0,0,1,0,0,0,1,1,2,2
15237,2,24,3,2,2,1,46,46,46,46,1,1,1,1,0,28,1,0,0,0,0,1,0,0,2,1,3,4,3
15238,1,40,16,4,16,50,40,24,4,8,2,1,2,2,0,7,2,0,0,0,0,1,2,0,0,2,2,3,4
15239,2,24,1,1,46,46,46,46,46,46,1,1,1,2,0,27,1,0,0,0,0,1,0,0,2,1,1,1,2
15240,1,24,3,2,2,16,24,6,3,3,2,1,0,0,0,6,0,0,0,0,0,2,0,0,0,2,4,1,2
15241,2,16,7,3,16,3,46,46,46,46,1,1,1,2,0,6,2,0,0,0,0,1,0,0,2,1,2,4,3
15242,1,3,2,1,1,2,15,15,15,15,2,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,3,2,1
15243,2,52,8,1,46,46,46,46,46,46,1,1,1,0,0,25,1,0,0,0,0,1,0,0,2,1,1,2,1
15244,1,24,24,7,46,46,46,46,46,46,1,1,1,0,0,23,0,0,0,0,0,1,0,0,2,1,4,2,2
15245,2,24,16,7,24,12,7,3,15,46,1,1,2,1,0,22,1,0,0,0,0,1,0,0,0,1,4,1,1
15246,1,16,7,3,3,8,16,42,15,15,2,2,2,0,0,26,0,2,0,0,0,2,0,0,0,2,4,4,4
15247,2,16,4,1,1,24,16,8,4,3,2,1,1,2,1,29,1,0,0,0,0,2,0,0,0,1,3,3,4
15248,1,24,12,6,24,2,12,7,15,46,1,1,2,1,0,23,1,0,0,0,0,0,0,0,0,1,1,4,1
15249,1,7,2,1,1,3,15,15,15,15,2,2,2,1,2,25,2,0,0,0,0,2,0,0,1,2,3,3,2
15250,2,24,2,1,15,0,15,0,15,0,2,2,2,0,0,5,0,0,0,0,0,2,0,0,1,2,2,4,3
15251,1,40,8,7,40,24,8,24,7,7,1,2,0,2,0,7,2,0,0,0,0,1,0,0,0,1,2,4,3
15252,2,24,16,3,15,0,15,0,15,0,2,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,3,4,2
15254,2,42,24,3,3,24,24,50,15,15,2,2,2,0,0,33,1,0,0,0,0,2,1,0,0,2,1,4,1
15255,1,16,6,3,3,16,16,24,15,15,2,2,2,2,0,22,2,0,0,0,0,2,0,0,0,2,4,4,3
15257,1,50,16,12,46,46,46,46,46,46,1,1,1,0,0,2,0,0,0,0,0,1,0,0,2,1,3,2,4
15258,2,24,12,8,8,1,46,46,46,46,1,1,1,2,0,3,2,0,0,0,0,1,0,0,0,1,2,4,1
15259,1,16,4,2,2,7,15,15,15,15,2,2,2,0,1,29,1,0,0,0,0,2,0,0,1,2,3,3,2
15260,2,24,16,3,16,40,3,8,24,2,2,2,1,2,0,6,2,0,0,0,0,2,1,0,0,2,3,2,4
15261,1,8,6,2,6,3,46,46,46,46,1,1,1,0,2,5,2,0,0,0,0,1,0,0,2,1,1,2,3
15262,2,16,7,3,3,3,46,46,46,46,0,1,1,0,1,28,1,0,0,0,0,1,0,0,2,1,2,3,2
15263,1,16,3,3,3,2,16,7,15,46,1,1,2,1,0,28,1,0,0,0,0,0,0,0,0,1,2,3,2
15264,2,8,2,1,15,0,15,0,15,0,2,2,2,0,0,5,0,0,0,0,0,2,0,0,1,2,2,4,3
15266,2,6,2,1,15,0,15,0,15,0,2,2,2,0,0,29,0,1,0,0,1,2,0,0,1,2,4,4,4
15267,1,50,3,2,46,46,46,46,46,46,1,1,1,0,0,6,0,0,0,0,0,1,0,0,2,1,3,1,2
15268,2,16,7,7,7,2,46,46,46,46,1,1,1,2,0,2,2,0,0,0,0,1,0,0,2,1,1,4,2
15269,1,16,8,8,8,4,46,46,46,46,1,1,1,0,0,2,2,0,0,0,0,1,0,0,2,1,3,2,4
15270,2,12,2,1,12,8,1,6,2,3,1,2,2,0,0,5,0,0,0,0,0,0,0,0,0,2,4,3,2
15271,1,42,7,6,6,16,7,4,42,2,2,1,1,0,0,20,2,0,0,0,0,1,2,0,0,1,1,3,3
15272,2,12,2,1,15,0,15,0,15,0,2,2,2,0,0,5,0,0,0,0,0,2,0,0,1,2,2,3,1
15273,1,24,12,6,24,52,12,16,15,15,2,2,2,0,0,21,0,0,0,0,0,1,0,0,0,2,2,4,4
15274,2,24,8,6,24,50,6,40,8,4,2,2,1,2,0,23,2,0,0,0,0,2,1,0,0,2,4,1,4
15275,1,52,24,16,46,46,46,46,46,46,1,1,1,0,0,3,0,0,0,0,0,1,0,0,2,1,1,2,3
15276,2,3,2,1,15,0,15,0,15,0,2,2,2,0,0,6,0,0,0,0,0,2,0,0,1,2,4,2,3
15277,1,42,40,7,7,24,40,4,42,2,2,1,1,1,2,27,2,0,0,0,0,1,2,0,0,1,1,2,1
15278,2,24,16,6,15,0,15,0,15,0,2,2,2,2,0,3,2,0,0,0,0,2,0,0,1,2,3,2,4
15280,2,50,12,6,12,12,6,8,50,4,0,2,1,2,0,21,2,0,0,0,0,2,1,0,0,2,3,2,2
15281,1,16,7,3,3,24,16,7,7,1,2,1,1,1,0,26,1,0,0,0,0,1,0,0,0,1,1,4,4
15282,1,12,7,1,1,4,10,10,10,10,2,2,2,2,0,24,2,0,0,0,0,2,0,0,0,2,4,3,3
15283,2,8,6,2,15,0,15,0,15,0,2,2,2,0,0,25,0,1,0,0,1,2,0,0,1,2,1,1,1
15284,1,42,6,3,6,6,3,24,15,15,0,2,2,1,2,26,2,0,0,0,0,1,2,0,0,2,1,3,3
15285,2,24,6,6,6,1,46,46,46,46,1,1,1,2,0,3,2,0,0,0,0,0,0,0,0,1,1,3,2
15286,1,24,8,2,46,46,46,46,46,46,1,1,1,0,0,5,0,0,0,0,0,1,0,0,2,1,1,3,2
15287,2,50,7,6,6,1,46,46,46,46,1,1,1,2,0,1,2,0,0,0,0,1,0,0,2,1,3,2,4
15288,1,16,1,1,1,0,15,0,15,0,1,2,2,2,0,4,2,0,0,0,0,2,0,0,1,2,2,3,1
15289,2,42,6,1,6,16,1,6,42,1,2,2,1,1,0,7,1,0,0,0,0,2,1,0,0,2,1,2,3
15290,1,16,8,2,2,6,15,15,15,15,2,2,2,1,0,27,1,0,0,0,0,2,0,0,1,2,4,3,4
15291,2,50,40,1,46,46,46,46,46,46,1,1,1,0,0,31,1,0,0,0,0,1,0,0,2,1,3,2,2
15292,1,40,8,2,2,7,8,6,40,2,2,1,1,1,0,32,1,0,0,0,0,1,0,0,0,1,2,1,2
15293,2,8,7,6,46,46,46,46,46,46,1,1,1,0,0,20,2,0,0,0,0,1,0,0,2,1,4,1,1
15294,1,7,6,1,7,0,15,0,15,0,1,2,2,2,0,20,2,0,0,0,0,2,0,0,1,2,4,4,2
15295,2,42,6,3,6,24,3,16,42,3,2,2,1,0,2,7,2,0,0,0,0,1,0,0,0,2,1,4,2
15296,1,52,24,1,1,24,52,24,24,12,2,1,1,0,0,24,1,0,0,0,0,1,2,0,0,1,1,1,2
15297,2,16,16,4,4,24,16,24,16,8,2,2,1,1,0,29,1,0,0,0,0,2,1,0,0,2,2,4,4
15298,1,8,7,3,3,1,46,46,46,46,1,1,1,0,0,26,1,0,0,0,0,1,0,0,2,1,1,3,1
15300,1,8,4,2,2,24,15,15,15,15,2,2,2,1,0,32,2,0,0,0,0,2,0,0,1,2,4,3,3
15301,2,8,6,4,15,0,15,0,15,0,2,2,2,0,0,7,0,0,0,0,0,2,0,0,1,2,2,3,4
15302,1,12,6,6,12,24,15,15,15,15,2,2,2,0,0,1,0,2,0,0,0,2,0,0,1,2,4,1,2
15303,2,24,3,2,3,3,24,6,15,46,0,1,2,0,0,29,1,0,0,0,0,2,1,0,0,1,4,4,2
15304,1,8,6,1,1,2,15,15,15,15,2,2,2,0,0,24,0,1,0,0,1,2,0,0,1,2,1,1,1
15305,2,7,3,2,3,3,15,15,15,15,0,2,2,0,0,6,0,0,0,0,0,2,0,0,1,2,2,1,4
15306,1,40,16,1,1,24,16,8,40,6,2,1,1,0,0,26,0,1,0,0,1,2,1,0,0,1,2,2,2
15307,2,12,3,1,1,2,3,3,15,15,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,2,2,4,3
15308,1,16,16,8,16,3,8,6,15,46,1,1,2,0,0,22,0,0,0,0,0,0,0,0,0,1,4,2,4
15309,2,24,7,6,7,7,24,4,15,46,0,1,2,2,0,20,2,0,0,0,0,0,0,0,0,1,4,2,2
15310,1,4,3,1,4,16,15,15,15,15,2,2,2,0,0,30,0,1,0,0,1,2,0,0,1,2,4,4,4
15311,2,24,16,6,6,2,46,46,46,46,1,1,1,0,0,25,1,0,0,0,0,1,0,0,2,1,4,4,1
15312,1,24,2,1,1,16,2,6,24,1,2,2,1,2,0,27,2,0,0,0,0,1,0,0,0,2,4,2,4
15313,1,12,6,1,6,42,12,7,1,3,2,1,2,0,0,25,1,0,0,0,0,1,2,0,0,2,2,3,2
15314,2,8,6,3,15,0,15,0,15,0,2,2,2,2,0,26,1,0,0,0,0,2,0,0,1,2,4,1,1
15315,1,6,4,1,4,0,15,0,15,0,1,2,2,1,0,24,1,2,0,0,0,2,0,0,1,2,4,3,4
15316,2,42,16,7,7,2,16,16,15,46,1,0,2,2,0,27,1,0,0,0,0,2,1,0,0,1,1,3,1
15317,1,16,16,8,46,46,46,46,46,46,1,1,1,0,1,22,1,0,0,0,0,1,0,0,2,1,3,4,4
15318,2,50,7,1,7,40,1,4,50,3,2,2,1,2,0,25,2,0,0,0,0,2,1,0,0,2,3,2,3
15319,1,8,2,1,1,6,15,15,15,15,2,2,2,0,1,24,1,0,0,0,0,2,0,0,1,2,1,3,1
15320,2,16,7,7,16,8,15,15,15,15,1,2,2,0,0,22,0,0,0,0,0,2,0,0,1,2,1,2,1
15321,1,12,6,2,2,52,6,6,12,2,2,0,1,0,0,5,0,0,0,0,0,2,0,0,0,2,4,3,1
15322,2,8,8,3,3,4,46,46,46,46,2,1,1,0,2,26,2,0,0,0,0,1,0,0,0,1,1,4,4
